"locus_tag","gene","protein_id","kegg_id_kegg","kegg_id_eggnog","kegg_id_koala","dbcan_family","cayman_family","kegg_consensus"
"I5Q89_12460",NA,"QQR11763.1",NA,NA,NA,NA,NA,NA
"I5Q89_12470",NA,"QQR11764.1",NA,NA,NA,NA,NA,NA
"I5Q89_12475",NA,"QQR11765.1",NA,NA,NA,NA,NA,NA
"I5Q89_12480",NA,"QQR13498.1",NA,NA,NA,NA,NA,NA
"I5Q89_12485",NA,"QQR11766.1",NA,"K02316",NA,NA,NA,"K02316"
"I5Q89_12490",NA,"QQR11767.1",NA,"K19303",NA,NA,NA,"K19303"
"I5Q89_12495",NA,"QQR11768.1",NA,NA,NA,NA,NA,NA
"I5Q89_12500",NA,"QQR11769.1",NA,NA,NA,NA,NA,NA
"I5Q89_12505",NA,"QQR11770.1",NA,NA,NA,NA,NA,NA
"I5Q89_12510",NA,"QQR11771.1",NA,NA,NA,NA,NA,NA
"I5Q89_12515",NA,"QQR11772.1",NA,"K07126",NA,NA,NA,"K07126"
"I5Q89_12520",NA,"QQR11773.1",NA,NA,NA,NA,NA,NA
"I5Q89_12530",NA,"QQR11774.1",NA,NA,NA,NA,NA,NA
"I5Q89_12535",NA,"QQR11775.1",NA,NA,NA,NA,NA,NA
"I5Q89_12540",NA,"QQR11776.1",NA,NA,NA,NA,NA,NA
"I5Q89_12545",NA,"QQR11777.1",NA,"K02482,K02484,K07636,K07642,K07648,K07652,K07653,K07678,K07768,K11357,K11527,K18143,K18345,K18986,K19694,K20971,K20972,K20974",NA,NA,NA,"K02482,K02484,K07636,K07642,K07648,K07652,K07653,K07678,K07768,K11357,K11527,K18143,K18345,K18986,K19694,K20971,K20972,K20974"
"I5Q89_12550",NA,"QQR11778.1","K07664","K07658",NA,NA,NA,"K07658"
"I5Q89_12555",NA,"QQR11779.1","K14588","K04753,K14588",NA,"AA1",NA,"K04753,K14588"
"I5Q89_12560",NA,"QQR11780.1",NA,NA,NA,NA,NA,NA
"I5Q89_12565",NA,"QQR11781.1","K17686","K17686",NA,NA,NA,"K17686"
"I5Q89_12570",NA,"QQR11782.1",NA,"K02171",NA,NA,NA,"K02171"
"I5Q89_12575",NA,"QQR11783.1",NA,NA,NA,NA,NA,NA
"I5Q89_12580",NA,"QQR11784.1","K13292",NA,NA,NA,NA,"K13292"
"I5Q89_12585",NA,"QQR11785.1",NA,NA,NA,NA,NA,NA
"I5Q89_12590",NA,"QQR11786.1",NA,NA,NA,NA,NA,NA
"I5Q89_12595",NA,"QQR11787.1","K01533","K01533",NA,NA,NA,"K01533"
"I5Q89_12605",NA,"QQR11788.1","K19304","K21472",NA,NA,NA,"K21472"
"I5Q89_12610",NA,"QQR11789.1","K07284","K07284",NA,NA,NA,"K07284"
"I5Q89_12615",NA,"QQR11790.1",NA,NA,NA,NA,NA,NA
"I5Q89_12620",NA,"QQR11791.1",NA,NA,NA,NA,NA,NA
"I5Q89_12625",NA,"QQR11792.1",NA,"K26990",NA,NA,NA,"K26990"
"I5Q89_12630",NA,"QQR11793.1",NA,NA,NA,NA,NA,NA
"I5Q89_12635",NA,"QQR11794.1",NA,"K04763,K14059,K16898",NA,NA,NA,"K04763,K14059,K16898"
"I5Q89_12640",NA,"QQR11795.1",NA,"K01156",NA,NA,NA,"K01156"
"I5Q89_12645","merR","QQR11796.1","K08365","K08365",NA,NA,NA,"K08365"
"I5Q89_12650","merA","QQR11797.1","K00520","K00520",NA,NA,NA,"K00520"
"I5Q89_12660",NA,"QQR11798.1",NA,NA,NA,NA,NA,NA
"I5Q89_12665",NA,"QQR11799.1",NA,NA,NA,NA,NA,NA
"I5Q89_12670",NA,"QQR11800.1",NA,NA,NA,NA,NA,NA
"I5Q89_12675",NA,"QQR13499.1","K15555","K02049",NA,NA,NA,"K02049"
"I5Q89_12680",NA,"QQR11801.1",NA,"K02050",NA,NA,NA,"K02050"
"I5Q89_12685",NA,"QQR11802.1",NA,NA,NA,NA,NA,NA
"I5Q89_12690",NA,"QQR11803.1",NA,"K03322",NA,NA,NA,"K03322"
"I5Q89_12695",NA,"QQR11804.1",NA,"K11932,K14061",NA,NA,NA,"K11932,K14061"
"I5Q89_12700",NA,"QQR11805.1",NA,"K09684",NA,NA,NA,"K09684"
"I5Q89_12705",NA,"QQR11806.1",NA,"K15580",NA,NA,NA,"K15580"
"I5Q89_12710",NA,"QQR11807.1",NA,"K08710",NA,NA,NA,"K08710"
"I5Q89_12715",NA,"QQR11808.1",NA,"K08710",NA,NA,NA,"K08710"
"I5Q89_12720",NA,"QQR11809.1","K08968","K08968",NA,NA,NA,"K08968"
"I5Q89_12725",NA,"QQR11810.1","K04750","K04750",NA,NA,NA,"K04750"
"I5Q89_12730",NA,"QQR11811.1","K00661","K00661",NA,NA,NA,"K00661"
"I5Q89_12735",NA,"QQR11812.1",NA,NA,NA,NA,NA,NA
"I5Q89_12740","galM","QQR13500.1","K01785","K01785",NA,NA,NA,"K01785"
"I5Q89_12745",NA,"QQR11813.1","K00849","K00849",NA,NA,NA,"K00849"
"I5Q89_12750",NA,"QQR11814.1",NA,"K01784",NA,NA,NA,"K01784"
"I5Q89_12755",NA,"QQR11815.1",NA,"K01784",NA,NA,NA,"K01784"
"I5Q89_12760","galT","QQR13501.1","K00965","K00965",NA,NA,NA,"K00965"
"I5Q89_12765",NA,"QQR11816.1","K02529","K02529",NA,NA,NA,"K02529"
"I5Q89_12770",NA,"QQR11817.1",NA,"K00876,K00943,K05774",NA,NA,NA,"K00876,K00943,K05774"
"I5Q89_12775",NA,"QQR11818.1",NA,NA,NA,NA,NA,NA
"I5Q89_12780",NA,"QQR11819.1",NA,"K09994",NA,NA,NA,"K09994"
"I5Q89_12785",NA,"QQR11820.1",NA,"K00459,K00984,K19279",NA,NA,NA,"K00459,K00984,K19279"
"I5Q89_12790",NA,"QQR13502.1",NA,"K22441",NA,NA,NA,"K22441"
"I5Q89_12795","emeA","QQR11821.1","K08153","K08153",NA,NA,NA,"K08153"
"I5Q89_12800",NA,"QQR11822.1",NA,"K03502",NA,NA,NA,"K03502"
"I5Q89_12805",NA,"QQR11823.1",NA,NA,NA,NA,NA,NA
"I5Q89_12810",NA,"QQR11824.1",NA,NA,NA,NA,NA,NA
"I5Q89_12815",NA,"QQR11825.1",NA,NA,NA,NA,NA,NA
"I5Q89_12820",NA,"QQR11826.1",NA,"K11932,K14061",NA,NA,NA,"K11932,K14061"
"I5Q89_12825",NA,"QQR11827.1",NA,NA,NA,NA,NA,NA
"I5Q89_12830",NA,"QQR11828.1","K00657","K00657",NA,NA,NA,"K00657"
"I5Q89_12835",NA,"QQR11829.1",NA,"K07396",NA,NA,NA,"K07396"
"I5Q89_12840",NA,"QQR11830.1",NA,NA,NA,NA,NA,NA
"I5Q89_12845",NA,"QQR11831.1",NA,NA,NA,NA,NA,NA
"I5Q89_12850","ebpA","QQR13503.1",NA,"K14194,K21449",NA,NA,NA,"K14194,K21449"
"I5Q89_12855","ebpB","QQR11832.1",NA,"K21449",NA,NA,NA,"K21449"
"I5Q89_12860","ebpC","QQR11833.1",NA,"K21449",NA,NA,NA,"K21449"
"I5Q89_12865","srtC","QQR11834.1",NA,"K07284",NA,NA,NA,"K07284"
"I5Q89_12870",NA,"QQR13504.1",NA,NA,NA,NA,NA,NA
"I5Q89_12875",NA,"QQR11835.1",NA,"K09779",NA,NA,NA,"K09779"
"I5Q89_12880","entV","QQR13505.1",NA,NA,NA,NA,NA,NA
"I5Q89_12885",NA,"QQR13506.1",NA,NA,NA,NA,NA,NA
"I5Q89_12895",NA,"QQR11836.1",NA,NA,NA,NA,NA,NA
"I5Q89_12900",NA,"QQR11837.1",NA,NA,NA,NA,NA,NA
"I5Q89_12910",NA,"QQR11838.1",NA,NA,NA,NA,NA,NA
"I5Q89_12915","ace","QQR11839.1",NA,"K01224,K13732,K14194",NA,NA,NA,"K01224,K13732,K14194"
"I5Q89_12920",NA,"QQR11840.1",NA,"K06147",NA,NA,NA,"K06147"
"I5Q89_12925",NA,"QQR11841.1",NA,NA,NA,NA,NA,NA
"I5Q89_12930",NA,"QQR11842.1",NA,NA,NA,NA,NA,NA
"I5Q89_12935",NA,"QQR11843.1","K03293","K03293",NA,NA,NA,"K03293"
"I5Q89_12940",NA,"QQR11844.1",NA,NA,NA,NA,NA,NA
"I5Q89_12945",NA,"QQR13507.1",NA,NA,NA,NA,NA,NA
"I5Q89_12950",NA,"QQR11845.1","K18928","K18928",NA,NA,NA,"K18928"
"I5Q89_12955",NA,"QQR11846.1","K18929","K18929",NA,NA,NA,"K18929"
"I5Q89_12960",NA,"QQR11847.1","K00782","K00782",NA,NA,NA,"K00782"
"I5Q89_12965","lepB","QQR11848.1","K03100","K03100",NA,NA,NA,"K03100"
"I5Q89_12970",NA,"QQR11849.1","K16899","K16899",NA,NA,NA,"K16899"
"I5Q89_12975","addA","QQR11850.1","K16898","K16898",NA,NA,NA,"K16898"
"I5Q89_12980",NA,"QQR11851.1",NA,NA,NA,NA,NA,NA
"I5Q89_12985","pheS","QQR11852.1","K01889","K01889",NA,NA,NA,"K01889"
"I5Q89_12990",NA,"QQR11853.1","K01890","K01890",NA,NA,NA,"K01890"
"I5Q89_12995",NA,"QQR11854.1","K10040","K10040",NA,NA,NA,"K10040"
"I5Q89_13000",NA,"QQR11855.1","K10040","K10040",NA,NA,NA,"K10040"
"I5Q89_13005",NA,"QQR11856.1","K10039","K10039",NA,NA,NA,"K10039"
"I5Q89_13010",NA,"QQR11857.1","K02028","K10041",NA,NA,NA,"K10041"
"I5Q89_13015","racE","QQR11858.1","K01776","K01776",NA,NA,NA,"K01776"
"I5Q89_13020","rph","QQR11859.1","K00989","K00989",NA,NA,NA,"K00989"
"I5Q89_13025",NA,"QQR11860.1","K07095","K07095",NA,NA,NA,"K07095"
"I5Q89_13030",NA,"QQR11861.1",NA,NA,NA,NA,NA,NA
"I5Q89_13035","ulaG","QQR11862.1","K03476","K03476",NA,NA,NA,"K03476"
"I5Q89_13040",NA,"QQR11863.1",NA,"K02821",NA,NA,NA,"K02821"
"I5Q89_13045",NA,"QQR11864.1","K03475","K03475",NA,NA,NA,"K03475"
"I5Q89_13050",NA,"QQR11865.1",NA,"K02822",NA,NA,NA,"K02822"
"I5Q89_13055",NA,"QQR11866.1","K03078","K03078",NA,NA,NA,"K03078"
"I5Q89_13060",NA,"QQR11867.1","K03079","K03079",NA,NA,NA,"K03079"
"I5Q89_13065",NA,"QQR11868.1","K03077","K03077",NA,NA,NA,"K03077"
"I5Q89_13070",NA,"QQR11869.1",NA,NA,NA,NA,NA,NA
"I5Q89_13075","dapD","QQR11870.1","K00674","K05822",NA,NA,NA,"K05822"
"I5Q89_13080",NA,"QQR11871.1","K05823","K05823",NA,NA,NA,"K05823"
"I5Q89_13085",NA,"QQR11872.1","K22044","K22044",NA,NA,NA,"K22044"
"I5Q89_13090",NA,"QQR11873.1",NA,NA,NA,NA,NA,NA
"I5Q89_13095",NA,"QQR13508.1","K23257","K23257",NA,NA,NA,"K23257"
"I5Q89_13100",NA,"QQR11874.1","K07010","K07010",NA,NA,NA,"K07010"
"I5Q89_13105",NA,"QQR11875.1","K01759","K01759",NA,NA,NA,"K01759"
"I5Q89_13110",NA,"QQR11876.1","K03574","K03574",NA,NA,NA,"K03574"
"I5Q89_13115","yidA","QQR11877.1",NA,"K21064",NA,NA,NA,"K21064"
"I5Q89_13120",NA,"QQR11878.1","K06885","K06885",NA,NA,NA,"K06885"
"I5Q89_13125",NA,"QQR13509.1","K16869","K16869",NA,NA,NA,"K16869"
"I5Q89_13130",NA,"QQR11879.1",NA,NA,NA,NA,NA,NA
"I5Q89_13135",NA,"QQR11880.1","K03048","K03048",NA,NA,NA,"K03048"
"I5Q89_13140",NA,"QQR11881.1","K01937","K01937",NA,NA,NA,"K01937"
"I5Q89_13145",NA,"QQR11882.1","K05366","K05366",NA,"GT51",NA,"K05366"
"I5Q89_13150","recU","QQR11883.1","K03700","K03700",NA,NA,NA,"K03700"
"I5Q89_13155",NA,"QQR11884.1",NA,NA,NA,NA,NA,NA
"I5Q89_13160","gpsB","QQR11885.1",NA,NA,NA,NA,NA,NA
"I5Q89_13170",NA,"QQR11886.1","K07444","K07444",NA,NA,NA,"K07444"
"I5Q89_13175",NA,"QQR11887.1","K01299","K01299",NA,NA,NA,"K01299"
"I5Q89_13180",NA,"QQR11888.1","K02086","K02086",NA,NA,NA,"K02086"
"I5Q89_13185","nth","QQR11889.1","K10773","K10773",NA,NA,NA,"K10773"
"I5Q89_13190",NA,"QQR11890.1","K03710","K03710",NA,NA,NA,"K03710"
"I5Q89_13195",NA,"QQR11891.1","K01439","K01439",NA,NA,NA,"K01439"
"I5Q89_13200",NA,"QQR11892.1","K13051","K01444,K13051",NA,NA,NA,"K01444,K13051"
"I5Q89_13205",NA,"QQR11893.1","K02760","K02760",NA,NA,NA,"K02760"
"I5Q89_13210","celB","QQR11894.1","K02761","K02761",NA,NA,NA,"K02761"
"I5Q89_13215",NA,"QQR11895.1",NA,"K10672",NA,NA,NA,"K10672"
"I5Q89_13220",NA,"QQR11896.1","K10844","K10844",NA,NA,NA,"K10844"
"I5Q89_13225",NA,"QQR11897.1","K01424","K01424",NA,NA,NA,"K01424"
"I5Q89_13230",NA,"QQR11898.1",NA,"K06885,K06950,K18682",NA,NA,NA,"K06885,K06950,K18682"
"I5Q89_13235",NA,"QQR11899.1","K09767","K09767",NA,NA,NA,"K09767"
"I5Q89_13240",NA,"QQR11900.1",NA,NA,NA,NA,NA,NA
"I5Q89_13245",NA,"QQR11901.1","K01624","K01624",NA,NA,NA,"K01624"
"I5Q89_13250",NA,"QQR11902.1","K00790","K00790",NA,NA,NA,"K00790"
"I5Q89_13255","rho","QQR11903.1","K03628","K03628",NA,NA,NA,"K03628"
"I5Q89_13260",NA,"QQR11904.1","K02909","K02909",NA,NA,NA,"K02909"
"I5Q89_13265","tagB","QQR11905.1","K21285","K21285",NA,NA,NA,"K21285"
"I5Q89_13270",NA,"QQR11906.1","K05946","K05946",NA,"GT26",NA,"K05946"
"I5Q89_13275",NA,"QQR11907.1",NA,NA,NA,NA,NA,NA
"I5Q89_13280","tagD","QQR11908.1","K00980","K00980",NA,NA,NA,"K00980"
"I5Q89_13285",NA,"QQR11909.1",NA,NA,NA,NA,NA,NA
"I5Q89_13290",NA,"QQR11910.1",NA,NA,NA,NA,NA,NA
"I5Q89_13295",NA,"QQR11911.1","K00847","K00847",NA,NA,NA,"K00847"
"I5Q89_13300",NA,"QQR11912.1",NA,NA,NA,NA,NA,NA
"I5Q89_13305","nfsA","QQR11913.1","K19285","K19285",NA,NA,NA,"K19285"
"I5Q89_13310",NA,"QQR11914.1","K07173","K07173",NA,NA,NA,"K07173"
"I5Q89_13315",NA,"QQR11915.1","K00133","K00133",NA,NA,NA,"K00133"
"I5Q89_13320","dapA","QQR11916.1","K01714","K01714",NA,NA,NA,"K01714"
"I5Q89_13325",NA,"QQR11917.1","K12574","K12574",NA,NA,NA,"K12574"
"I5Q89_13330",NA,"QQR11918.1",NA,"K01081",NA,NA,NA,"K01081"
"I5Q89_13335",NA,"QQR11919.1",NA,NA,NA,NA,NA,NA
"I5Q89_13340",NA,"QQR11920.1",NA,"K02566",NA,NA,NA,"K02566"
"I5Q89_13345",NA,"QQR11921.1","K27959",NA,NA,NA,NA,"K27959"
"I5Q89_13350",NA,"QQR11922.1",NA,NA,NA,NA,NA,NA
"I5Q89_13355",NA,"QQR11923.1","K25232","K25232",NA,NA,NA,"K25232"
"I5Q89_13360",NA,"QQR11924.1","K06188","K06188",NA,NA,NA,"K06188"
"I5Q89_13365",NA,"QQR11925.1","K07668","K07668",NA,NA,NA,"K07668"
"I5Q89_13370","walK","QQR11926.1","K07652","K07652",NA,NA,NA,"K07652"
"I5Q89_13375",NA,"QQR11927.1",NA,NA,NA,NA,NA,NA
"I5Q89_13380",NA,"QQR11928.1",NA,NA,NA,NA,NA,NA
"I5Q89_13385",NA,"QQR11929.1",NA,"K00784",NA,NA,NA,"K00784"
"I5Q89_13390",NA,"QQR11930.1","K07089","K07089",NA,NA,NA,"K07089"
"I5Q89_13400",NA,"QQR11931.1",NA,NA,NA,NA,NA,NA
"I5Q89_13405",NA,"QQR11932.1",NA,NA,NA,NA,NA,NA
"I5Q89_13410","ireB","QQR11933.1",NA,NA,NA,NA,NA,NA
"I5Q89_13415","ruvX","QQR11934.1","K07447","K07447",NA,NA,NA,"K07447"
"I5Q89_13420",NA,"QQR11935.1",NA,"K07447",NA,NA,NA,"K07447"
"I5Q89_13425",NA,"QQR13510.1",NA,"K20391",NA,NA,NA,"K20391"
"I5Q89_13430",NA,"QQR11936.1","K00027","K00027",NA,NA,NA,"K00027"
"I5Q89_13435",NA,"QQR11937.1","K11616","K11616",NA,NA,NA,"K11616"
"I5Q89_13440",NA,"QQR11938.1","K11614","K02476",NA,NA,NA,"K02476"
"I5Q89_13445",NA,"QQR11939.1","K07703","K02475",NA,NA,NA,"K02475"
"I5Q89_13450",NA,"QQR11940.1","K18367","K05910",NA,NA,NA,"K05910"
"I5Q89_13455",NA,"QQR11941.1","K01005","K01005",NA,NA,NA,"K01005"
"I5Q89_13460","alsS","QQR11942.1","K01652","K01652",NA,NA,NA,"K01652"
"I5Q89_13465","budA","QQR11943.1","K01575","K01575",NA,NA,NA,"K01575"
"I5Q89_13470",NA,"QQR11944.1",NA,NA,NA,NA,NA,NA
"I5Q89_13475",NA,"QQR11945.1",NA,NA,NA,NA,NA,NA
"I5Q89_13480",NA,"QQR13511.1",NA,NA,NA,NA,NA,NA
"I5Q89_13485",NA,"QQR11946.1","K11075","K02054",NA,NA,NA,"K02054"
"I5Q89_13490",NA,"QQR11947.1","K02053","K02053",NA,NA,NA,"K02053"
"I5Q89_13495",NA,"QQR11948.1","K02010","K02052",NA,NA,NA,"K02052"
"I5Q89_13500",NA,"QQR11949.1","K02055","K02055",NA,NA,NA,"K02055"
"I5Q89_13505",NA,"QQR11950.1","K01486","K01486",NA,NA,NA,"K01486"
"I5Q89_13510",NA,"QQR11951.1","K12960","K12960",NA,NA,NA,"K12960"
"I5Q89_13515",NA,"QQR11952.1",NA,"K15773,K20391",NA,NA,NA,"K15773,K20391"
"I5Q89_13520",NA,"QQR11953.1","K03734","K03734",NA,NA,NA,"K03734"
"I5Q89_13525",NA,"QQR11954.1",NA,"K17363,K19784,K22393,K22394",NA,NA,NA,"K17363,K19784,K22393,K22394"
"I5Q89_13530",NA,"QQR11955.1",NA,"K17363,K19784,K22393,K22394",NA,NA,NA,"K17363,K19784,K22393,K22394"
"I5Q89_13535",NA,"QQR11956.1",NA,NA,NA,NA,NA,NA
"I5Q89_13540",NA,"QQR13512.1",NA,NA,NA,NA,NA,NA
"I5Q89_13545",NA,"QQR11957.1","K07098","K07098",NA,NA,NA,"K07098"
"I5Q89_13550",NA,"QQR11958.1","K25674","K17319",NA,NA,NA,"K17319"
"I5Q89_13555",NA,"QQR11959.1","K17320","K17320",NA,NA,NA,"K17320"
"I5Q89_13560",NA,"QQR11960.1",NA,"K17318",NA,NA,NA,"K17318"
"I5Q89_13565",NA,"QQR11961.1",NA,NA,NA,NA,NA,NA
"I5Q89_13570",NA,"QQR11962.1","K01060","K01060",NA,"CE7",NA,"K01060"
"I5Q89_13575",NA,"QQR11963.1",NA,NA,NA,NA,NA,NA
"I5Q89_13580",NA,"QQR11964.1","K05349","K05349",NA,"GH3",NA,"K05349"
"I5Q89_13585",NA,"QQR11965.1","K13688","K21298",NA,"GH94",NA,"K21298"
"I5Q89_13590",NA,"QQR11966.1",NA,"K02529",NA,NA,NA,"K02529"
"I5Q89_13595",NA,"QQR13513.1",NA,NA,NA,NA,NA,NA
"I5Q89_13600",NA,"QQR11967.1","K03492","K03492",NA,NA,NA,"K03492"
"I5Q89_13605",NA,"QQR11968.1","K01223","K01223",NA,"GH1",NA,"K01223"
"I5Q89_13610",NA,"QQR11969.1",NA,NA,NA,"GH109",NA,NA
"I5Q89_13615",NA,"QQR11970.1",NA,NA,NA,NA,NA,NA
"I5Q89_13620",NA,"QQR11971.1",NA,"K13628,K15724",NA,NA,NA,"K13628,K15724"
"I5Q89_13625",NA,"QQR11972.1",NA,NA,NA,NA,NA,NA
"I5Q89_13630",NA,"QQR11973.1",NA,NA,NA,NA,NA,NA
"I5Q89_13635",NA,"QQR13514.1",NA,NA,NA,NA,NA,NA
"I5Q89_13640",NA,"QQR11974.1","K01989","K01989",NA,NA,NA,"K01989"
"I5Q89_13645",NA,"QQR11975.1","K05832","K05832",NA,NA,NA,"K05832"
"I5Q89_13650",NA,"QQR11976.1","K05833","K05833",NA,NA,NA,"K05833"
"I5Q89_13655",NA,"QQR11977.1",NA,NA,NA,NA,NA,NA
"I5Q89_13660",NA,"QQR11978.1",NA,NA,NA,NA,NA,NA
"I5Q89_13665",NA,"QQR11979.1",NA,NA,NA,NA,NA,NA
"I5Q89_13670",NA,"QQR11980.1",NA,"K03768,K21064",NA,NA,NA,"K03768,K21064"
"I5Q89_13675",NA,"QQR11981.1","K02483","K02483",NA,NA,NA,"K02483"
"I5Q89_13680",NA,"QQR11982.1",NA,"K07651,K07652",NA,NA,NA,"K07651,K07652"
"I5Q89_13685",NA,"QQR11983.1",NA,NA,NA,NA,NA,NA
"I5Q89_13690",NA,"QQR11984.1",NA,NA,NA,NA,NA,NA
"I5Q89_13695",NA,"QQR11985.1","K19005","K19005",NA,NA,NA,"K19005"
"I5Q89_13700",NA,"QQR11986.1","K06969","K06969",NA,NA,NA,"K06969"
"I5Q89_13705",NA,"QQR11987.1","K03471","K03471",NA,NA,NA,"K03471"
"I5Q89_13710",NA,"QQR11988.1","K12952","K12952",NA,NA,NA,"K12952"
"I5Q89_13715",NA,"QQR11989.1",NA,"K14194,K14201",NA,NA,NA,"K14194,K14201"
"I5Q89_13720","rimP","QQR11990.1","K09748","K09748",NA,NA,NA,"K09748"
"I5Q89_13725","nusA","QQR11991.1","K02600","K02600",NA,NA,NA,"K02600"
"I5Q89_13730",NA,"QQR11992.1","K07742","K07742",NA,NA,NA,"K07742"
"I5Q89_13735",NA,"QQR11993.1",NA,"K07742",NA,NA,NA,"K07742"
"I5Q89_13740","infB","QQR11994.1","K02519","K02519",NA,NA,NA,"K02519"
"I5Q89_13745","rbfA","QQR11995.1","K02834","K02834",NA,NA,NA,"K02834"
"I5Q89_13750",NA,"QQR11996.1",NA,NA,NA,NA,NA,NA
"I5Q89_13755",NA,"QQR11997.1",NA,NA,NA,NA,NA,NA
"I5Q89_13760",NA,"QQR11998.1",NA,"K22300",NA,NA,NA,"K22300"
"I5Q89_13765",NA,"QQR13515.1",NA,NA,NA,NA,NA,NA
"I5Q89_13770",NA,"QQR11999.1","K02315","K02315",NA,NA,NA,"K02315"
"I5Q89_13775",NA,"QQR13516.1",NA,NA,NA,NA,NA,NA
"I5Q89_13780",NA,"QQR12000.1",NA,NA,NA,NA,NA,NA
"I5Q89_13785",NA,"QQR12001.1",NA,NA,NA,NA,NA,NA
"I5Q89_13790",NA,"QQR12002.1",NA,NA,NA,NA,NA,NA
"I5Q89_13795",NA,"QQR12003.1",NA,NA,NA,NA,NA,NA
"I5Q89_13800",NA,"QQR13517.1",NA,NA,NA,NA,NA,NA
"I5Q89_13805",NA,"QQR12004.1",NA,NA,NA,NA,NA,NA
"I5Q89_13810",NA,"QQR12005.1",NA,NA,NA,NA,NA,NA
"I5Q89_13815",NA,"QQR12006.1",NA,"K01163,K21449",NA,NA,NA,"K01163,K21449"
"I5Q89_13820",NA,"QQR12007.1",NA,NA,NA,NA,NA,NA
"I5Q89_13825",NA,"QQR12008.1",NA,NA,NA,NA,NA,NA
"I5Q89_13830",NA,"QQR12009.1","K13714","K01447",NA,NA,NA,"K01447"
"I5Q89_13835","truB","QQR12010.1","K03177","K03177",NA,NA,NA,"K03177"
"I5Q89_13840","ribF","QQR12011.1","K11753","K11753",NA,NA,NA,"K11753"
"I5Q89_13845",NA,"QQR12012.1","K03824","K03824,K06889,K09964",NA,NA,NA,"K03824,K06889,K09964"
"I5Q89_13850",NA,"QQR12013.1","K10947","K10947",NA,NA,NA,"K10947"
"I5Q89_13855",NA,"QQR12014.1",NA,NA,NA,NA,NA,NA
"I5Q89_13860",NA,"QQR12015.1",NA,NA,NA,NA,NA,NA
"I5Q89_13865",NA,"QQR12016.1",NA,"K03588",NA,"GT119",NA,"K03588"
"I5Q89_13870",NA,"QQR12017.1","K05837","K05837",NA,"GT119",NA,"K05837"
"I5Q89_13875",NA,"QQR12018.1",NA,"K11921",NA,NA,NA,"K11921"
"I5Q89_13880",NA,"QQR12019.1","K11921","K11921",NA,NA,NA,"K11921"
"I5Q89_13890",NA,"QQR13518.1",NA,"K02495",NA,NA,NA,"K02495"
"I5Q89_13895","hrcA","QQR12020.1","K03705","K03705",NA,NA,NA,"K03705"
"I5Q89_13900","grpE","QQR12021.1","K03687","K03687",NA,NA,NA,"K03687"
"I5Q89_13905","dnaK","QQR12022.1","K04043","K04043",NA,NA,NA,"K04043"
"I5Q89_13910","dnaJ","QQR12023.1","K03686","K03686",NA,NA,NA,"K03686"
"I5Q89_13915",NA,"QQR12024.1",NA,"K01525,K07313,K07314",NA,NA,NA,"K01525,K07313,K07314"
"I5Q89_13920",NA,"QQR12025.1","K06959","K06959",NA,NA,NA,"K06959"
"I5Q89_13925",NA,"QQR12026.1","K03095","K03095",NA,NA,NA,"K03095"
"I5Q89_13935",NA,"QQR12027.1","K14260","K14260",NA,NA,NA,"K14260"
"I5Q89_13940",NA,"QQR12028.1",NA,NA,NA,NA,NA,NA
"I5Q89_13945",NA,"QQR12029.1",NA,"K20391",NA,NA,NA,"K20391"
"I5Q89_13950","nagA","QQR12030.1","K01443","K01443",NA,"CE9",NA,"K01443"
"I5Q89_13955",NA,"QQR12031.1",NA,NA,NA,NA,NA,NA
"I5Q89_13960",NA,"QQR12032.1",NA,"K15051",NA,NA,NA,"K15051"
"I5Q89_13965",NA,"QQR12033.1","K02003","K02003",NA,NA,NA,"K02003"
"I5Q89_13970",NA,"QQR12034.1","K02004","K02004",NA,NA,NA,"K02004"
"I5Q89_13975",NA,"QQR12035.1",NA,NA,NA,NA,NA,NA
"I5Q89_13980",NA,"QQR12036.1","K07192","K07192",NA,NA,NA,"K07192"
"I5Q89_13985",NA,"QQR12037.1",NA,"K08998",NA,NA,NA,"K08998"
"I5Q89_14000",NA,"QQR12038.1",NA,NA,NA,NA,NA,NA
"I5Q89_14005",NA,"QQR12039.1",NA,NA,NA,NA,NA,NA
"I5Q89_14010",NA,"QQR13519.1",NA,NA,NA,NA,NA,NA
"I5Q89_14015",NA,"QQR12040.1","K24967","K24967",NA,NA,NA,"K24967"
"I5Q89_14020",NA,"QQR12041.1",NA,NA,NA,NA,NA,NA
"I5Q89_14025","trxB","QQR12042.1","K00384","K00384",NA,NA,NA,"K00384"
"I5Q89_14030",NA,"QQR12043.1",NA,NA,NA,NA,NA,NA
"I5Q89_14035",NA,"QQR12044.1",NA,NA,NA,NA,NA,NA
"I5Q89_14040",NA,"QQR12045.1",NA,"K02003,K02004",NA,NA,NA,"K02003,K02004"
"I5Q89_14045",NA,"QQR12046.1",NA,"K06075",NA,NA,NA,"K06075"
"I5Q89_14050",NA,"QQR12047.1","K15772","K15772",NA,NA,NA,"K15772"
"I5Q89_14055",NA,"QQR12048.1","K15771","K15771",NA,NA,NA,"K15771"
"I5Q89_14060",NA,"QQR12049.1","K15770","K15770",NA,NA,NA,"K15770"
"I5Q89_14065",NA,"QQR12050.1","K01208","K01208",NA,"CBM34",NA,"K01208"
"I5Q89_14070",NA,"QQR12051.1","K01215","K01215",NA,"GH13_31",NA,"K01215"
